Manufacturer,Model Name,Category,Screen Size,Screen,CPU,RAM,Storage,GPU,Operating System,Weight,Price,Price_USD,Weight_LBS
Lenovo,B51-80 (i5-6200U/8GB/1TB/Radeon,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,1TB ,AMD Radeon R5 M330,No OS,2.32,5326308.0,64999.92067685827,5.11472536
Dell,Inspiron 7567,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,1TB ,Nvidia GeForce GTX 1050Ti,Windows,2.62,10661508.0,130108.3554116078,5.7761122600000006
Dell,XPS 15,Notebook,15.6,IPS Panel Touchscreen / 4K Ultra HD 3840x2160,Intel Core i5 6300HQ 2.3GHz,8,256GB ,Nvidia GeForce 960M,Windows,2.04,20013046.56,244230.41981467677,4.49743092
HP,15-bw002nv (A6-9220/4GB/256GB/Radeon,Notebook,15.6,Full HD 1920x1080,AMD A6-Series A6-9220 2.5GHz,4,256GB ,AMD Radeon 520,Windows,1.91,4258289.88,51966.29718354033,4.21082993
MSI,GP72M 7REX,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB    1TB ,Nvidia GeForce GTX 1050 Ti,Windows,2.7,13273977.6,161989.7856200568,5.952482100000001
Lenovo,ThinkPad T460s,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,12,512GB ,Intel HD Graphics 520,Windows,1.4,20442708.0,249473.81909198192,3.0864722
Lenovo,B51-80 (i5-6200U/8GB/1008GB/Radeon,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,1TB ,AMD Radeon R5 M330,Windows,2.5,7011253.08,85562.24950667108,5.5115575
HP,Spectre Pro,2 in 1 Convertible,13.3,Touchscreen 2560x1440,Intel Core i7 6600U 2.6GHz,8,512GB ,Intel HD Graphics 520,Windows,1.48,18148572.0,221477.1921560396,3.26284204
Lenovo,ThinkPad T460,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,8,256GB ,Intel HD Graphics 520,Windows,1.7,13329108.0,162662.57277898255,3.7478591
MSI,GS40 Phantom,Gaming,14.0,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,256GB    1TB ,Nvidia GeForce GTX 970M,Windows,1.7,15729948.0,191961.36840961984,3.7478591
HP,Pavilion 15-cb003nv,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,1TB ,Nvidia GeForce GTX 1050,Windows,2.62,7993908.0,97554.13804423304,5.7761122600000006
Lenovo,IdeaPad 310-15ISK,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,8,1TB ,Intel HD Graphics 520,Windows,2.2,4081428.0,49807.95257208338,4.850170600000001
HP,250 G4,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4,500GB ,Intel HD Graphics 520,No OS,2.1,4241395.08,51760.12047354696,4.629708300000001
Dell,Inspiron 7567,Gaming,15.6,4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,8,128GB    1TB ,Nvidia GeForce GTX 1050 Ti,Windows,2.62,13320216.0,162554.0587210913,5.7761122600000006
Lenovo,ThinkPad T570,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB ,Intel HD Graphics 620,Windows,1.95,12359880.0,150834.54046883638,4.299014850000001
Lenovo,320-15ISK (i3-6006U/4GB/1TB/GeForce,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,1TB ,Nvidia GeForce 920MX ,Windows,2.2,4161456.0,50784.57909310463,4.850170600000001
HP,Stream 14-AX000nv,Notebook,14.0,1366x768,Intel Celeron Dual Core N3060 1.6GHz,2,32GB  ,Intel HD Graphics 400,Windows,1.44,2214108.0,27020.00041492105,3.17465712
MSI,PL60 7RD,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,1TB ,Nvidia GeForce GTX 1050,Windows,2.2,7460388.0,91043.29457075808,4.850170600000001
HP,250 G5,Notebook,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,256GB ,Intel HD Graphics 520,Windows,1.96,6037668.0,73681.04530815821,4.321061080000001
HP,ProBook 450,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16,512GB ,Intel UHD Graphics 620,Windows,2.1,10305828.0,125767.79309595782,4.629708300000001
Asus,X553SA-XX021T (N3050/4GB/500GB/W10),Notebook,15.6,1366x768,Intel Celeron Dual Core N3050 1.6GHz,4,500GB ,Intel HD Graphics,Windows,2.2,3281148.0,40041.68736187096,4.850170600000001
Lenovo,V110-15ISK (i5-6200U/4GB/500GB/No,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4,500GB ,Intel HD Graphics 520,No OS,2.1,3539016.0,43188.595040717184,4.629708300000001
Lenovo,IdeaPad 510-15IKB,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,1TB ,Nvidia GeForce 940MX,No OS,2.2,6304428.0,76936.46704489569,4.850170600000001
Asus,UX410UA-GV097T (i3-7100U/4GB/256GB/FHD/W10),Notebook,14.0,Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4,256GB ,Intel HD Graphics 620,Windows,2.0,6837948.0,83447.31051837064,4.409246
Lenovo,B51-80 (i7-6500U/4GB/1008GB/FHD/W7),Notebook,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,4,1TB ,Intel HD Graphics 520,Windows,2.32,7335900.0,89524.0977602806,5.11472536
Lenovo,IdeaPad Y700-15ISK,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,512GB ,Nvidia GeForce GTX 960,Windows,3.31,11604060.0,141610.84554808022,7.297302130000001
MSI,GS60 Ghost,Gaming,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,128GB    1TB ,Nvidia GeForce GTX 970M,Windows,1.91,19147766.04,233670.91684127928,4.21082993
HP,ProBook 450,Notebook,15.6,1366x768,Intel Core i3 6100U 2.3GHz,4,500GB ,Intel HD Graphics 520,Windows,2.07,5779800.0,70534.13762931198,4.56356961
Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,IPS Panel Touchscreen 2560x1440,Intel Core i5 6200U 2.3GHz,8,256GB ,Intel HD Graphics 520,Windows,1.36,14556204.0,177637.51276797496,2.9982872800000004
Lenovo,IdeaPad 310-15IKB,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,6,256GB ,Nvidia GeForce 920M,Windows,1.54,7389252.0,90175.18210762808,3.3951194200000003
Dell,Vostro 5568,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB ,Nvidia GeForce GT 940MX,Linux,1.98,7958428.92,97121.16695324695,4.3651535400000006
Acer,Aspire 3,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 2GHz,4,500GB ,Intel HD Graphics 500,Windows,2.1,2961036.0,36135.18127778598,4.629708300000001
HP,Pavilion 15-BC000nv,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,6,1TB ,Nvidia GeForce GTX 960M,Windows,2.18,7104708.0,86702.73225510812,4.806078140000001
Asus,Rog GL552VW-DM201T,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,256GB    1TB ,Nvidia GeForce GTX 960M,Windows,2.591,8082828.0,98639.27862314552,5.712178193000001
Dell,Inspiron 5578,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16,512GB ,Intel HD Graphics 620,Windows,2.09,10483668.0,127938.0742537828,4.60766207
Acer,Aspire E5-576G,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,256GB ,Nvidia GeForce 940MX,Windows,2.23,6144372.0,74983.2140028532,4.91630929
Dell,XPS 13,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i5 6300U 2.4GHz,8,256GB ,Intel HD Graphics 520,Linux,1.23,9772308.0,119256.94962248288,2.7116862900000003
Acer,Predator G9-793,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB    1TB ,Nvidia GeForce GTX 1070,Windows,4.2,23110308.0,282028.03645935666,9.259416600000002
Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,1TB ,Nvidia GeForce GTX 1050,Windows,2.4,7282548.0,88873.0134129331,5.2910952
Samsung,Chromebook Plus,2 in 1 Convertible,12.3,IPS Panel Touchscreen 2400x1600,Samsung Cortex A72&A53 2.0GHz,4,32GB  ,ARM Mali T860 MP4,Chrome OS,1.15,5859828.0,71510.76415033323,2.5353164500000003
HP,250 G6,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4,500GB ,Intel HD Graphics 620,Windows,1.86,4312620.0,52629.31807725586,4.10059878
Apple,"MacBook 12""",Ultrabook,12.0,IPS Panel Retina Display 2304x1440,Intel Core M 1.1GHz,8,256GB  ,Intel HD Graphics 5300,Mac OS,0.92,10341396.0,126201.84932752282,2.02825316
Dell,Inspiron 7378,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB ,Intel HD Graphics 620,Windows,1.6,10661508.0,130108.3554116078,3.5273968000000004
HP,Pavilion Power,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,12,128GB    1TB ,Nvidia GeForce GTX 1050,Windows,2.21,11799684.0,143998.1548216877,4.87221683
Lenovo,V110-15ISK (i3-6006U/4GB/1TB/Radeon,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4,1TB ,AMD Radeon R5 M430,No OS,1.9,3272256.0,39933.1733039797,4.1887837
Asus,Rog G752VY-GC229T,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,512GB    1TB ,Nvidia GeForce GTX 980M,Windows,4.3,19117800.0,233305.22446618575,9.4798789
Acer,Aspire 3,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 2GHz,4,1TB ,Intel HD Graphics 500,Linux,2.1,2418624.0,29515.823746419785,4.629708300000001
MSI,GS73VR 7RF,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB    1TB ,Nvidia GeForce GTX 1060,Windows,2.43,18218818.8,222334.4532133805,5.357233890000001
Dell,Inspiron 5567,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,4,128GB ,AMD Radeon R7 M440,Windows,2.3,4437108.0,54148.51488773335,5.0706329000000006
Lenovo,IdeaPad 310-15ISK,Notebook,15.6,1366x768,Intel Core i7 6500U 2.5GHz,8,500GB ,Nvidia GeForce 920MX,No OS,2.2,5593068.0,68255.34241359575,4.850170600000001
Dell,Inspiron 5579,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,16,512GB ,Intel UHD Graphics 620,Windows,2.0,11426220.0,139440.56439025523,4.409246
Dell,XPS 13,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7500U 2.7GHz,16,512GB ,Intel HD Graphics 620,Windows,1.2,23830560.0,290817.67514854786,2.6455476
Asus,FX502VM-DM105T (i7-6700HQ/8GB/1TB/GeForce,Gaming,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,1TB ,Nvidia GeForce GTX 1060,Windows,2.2,10394748.0,126852.93367487032,4.850170600000001
Dell,Inspiron 5567,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB ,AMD Radeon R7 M445,Windows,2.36,7904988.0,96468.99746532054,5.20291028
HP,15-bs025nv (i5-7200U/8GB/256GB/W10),Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8,256GB ,Intel HD Graphics 620,Windows,1.91,5148468.0,62829.63951903328,4.21082993
Lenovo,IdeaPad 320-15AST,Notebook,15.6,1366x768,AMD E-Series 9000 2.2GHz,4,500GB ,AMD Radeon R2 Graphics,Windows,2.2,2658708.0,32445.70330948351,4.850170600000001
Acer,Aspire E5-774G,Notebook,17.3,1600x900,Intel Core i3 6006U 2.0GHz,8,1TB ,Nvidia GeForce 940MX,Windows,3.3,5593068.0,68255.34241359575,7.2752559
Asus,Rog Strix,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB    1TB ,Nvidia GeForce GTX 1070,Windows,2.2,21776508.0,265750.9277756693,4.850170600000001
Apple,"MacBook 12""",Ultrabook,12.0,IPS Panel Retina Display 2304x1440,Intel Core M 1.2GHz,8,512GB  ,Intel HD Graphics 515,Mac OS,0.92,11372868.0,138789.48004290773,2.02825316
Asus,FX502VM-AS73 (i7-7700HQ/16GB/1TB,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,128GB    1TB ,Nvidia GeForce GTX 1060,Windows,2.2,15552108.0,189791.08725179484,4.850170600000001
MSI,GS73VR Stealth,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,256GB    1TB ,Nvidia GeForce GTX 1060,Windows,2.43,17330419.08,211492.81368946572,5.357233890000001
Dell,Inspiron 7579,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB ,Intel HD Graphics 620,Windows,2.191,8883108.0,108405.54383335797,4.830328993
Asus,ROG Strix,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB    1TB ,Nvidia GeForce GTX 1060,Windows,2.9,17330508.0,211493.8988300447,6.393406700000001
Acer,C740-C9QX (3205U/2GB/32GB/Chrome,Netbook,11.6,1366x768,Intel Celeron Dual Core 3205U 1.5GHz,2,32GB ,Intel HD Graphics,Chrome OS,1.3,1547208.0,18881.44607307736,2.8660099000000003
Acer,E5 774G,Notebook,17.3,1600x900,Intel Core i3 6006U 2GHz,4,1TB ,Nvidia GeForce 940MX,Windows,3.3,5317416.0,64891.40661896702,7.2752559
Lenovo,IdeaPad 320-17IKB,Notebook,17.3,1600x900,Intel Core i5 7200U 2.5GHz,8,1TB ,Intel HD Graphics 620,No OS,2.8,4792788.0,58489.07720338332,6.1729444
Lenovo,IdeaPad Y700-15ISK,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,128GB    1TB ,Nvidia GeForce GTX 960<U+039C>,Windows,2.6,11310624.0,138029.881637669,5.732019800000001
Acer,SP714-51 (i7-7Y75/8GB/256GB/FHD/W10),2 in 1 Convertible,14.0,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7Y75 1.3GHz,8,256GB ,Intel HD Graphics 615,Windows,1.2,10216908.0,124682.65251704534,2.6455476
Lenovo,Thinkpad T560,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,8,256GB ,Intel HD Graphics 520,Windows,2.3,13595868.0,165917.99451572003,5.0706329000000006
MSI,GP62MVR 6RF,Gaming,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,128GB    1TB ,Nvidia GeForce GTX 1060,Windows,2.2,13125570.12,160178.68599385186,4.850170600000001
HP,15-bw009nv (A12-9720P/6GB/1TB/Radeon,Notebook,15.6,Full HD 1920x1080,AMD A12-Series 9720P 2.7GHz,6,1TB ,AMD Radeon 530,Windows,2.1,4703868.0,57403.93662447083,4.629708300000001
Dell,Latitude E7270,Ultrabook,12.5,Full HD / Touchscreen 1920x1080,Intel Core i5 6300U 2.4GHz,8,256GB ,Intel HD Graphics 520,Windows,1.26,15235286.04,185924.73136912964,2.77782498
Dell,Inspiron 5578,2 in 1 Convertible,15.0,Full HD / Touchscreen 1920x1080,Intel Core i3 7100U 2.4GHz,4,500GB ,Intel HD Graphics 620,Windows,2.08,4526028.0,55233.65546664585,4.585615840000001
Asus,X540SA-RBPDN09 (N3710/4GB/1TB/W10),Notebook,15.6,1366x768,Intel Pentium Quad Core N3710 1.6GHz,4,1TB ,Intel HD Graphics 405,Windows,2.65,2747628.0,33530.843888396004,5.84225095
Dell,XPS 13,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7500U 2.7GHz,8,256GB ,Intel HD Graphics 620,Windows,1.29,13133484.0,160275.26350537507,2.8439636700000004
Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4,1TB ,Intel HD Graphics 520,Linux,2.18,4640379.12,56629.14625112731,4.806078140000001
Lenovo,IdeaPad Y700-15ISK,Gaming,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,128GB    1TB ,Nvidia GeForce GTX 960M,Windows,2.6,9149868.0,111660.96557009545,5.732019800000001
MSI,GL62M 7RDX,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128GB    1TB ,Nvidia GeForce GTX 1050,Windows,2.2,10216908.0,124682.65251704534,4.850170600000001
Lenovo,ThinkPad Yoga,Netbook,12.5,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.50GHz,16,512GB ,Intel HD Graphics 520,Windows,1.3,14671800.0,179048.1955205612,2.8660099000000003
Razer,Blade Pro,Gaming,14.0,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,1TB ,Nvidia GeForce GTX 1060,Windows,1.95,31113108.0,379690.68856148096,4.299014850000001
Dell,Inspiron 3567,Notebook,15.6,Touchscreen 1366x768,Intel Core i3 7100U 2.4GHz,8,1TB ,Intel HD Graphics 620,Windows,2.3,4170436.92,50894.17829157479,5.0706329000000006
MSI,GE72VR Apache,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB    1TB ,Nvidia GeForce GTX 1060,Windows,2.7,14209416.0,173405.46451021623,5.952482100000001
Apple,MacBook Air,Ultrabook,11.6,1366x768,Intel Core i5 1.6GHz,4,256GB  ,Intel HD Graphics 6000,Mac OS,1.08,8527428.0,104064.981517708,2.38099284
HP,15-bs023nv (i3-6006U/4GB/1TB/FHD/W10),Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,1TB ,Intel HD Graphics 520,Windows,2.1,4250376.0,51869.71967201712,4.629708300000001
HP,EliteBook 840,Ultrabook,14.0,2560x1440,Intel Core i7 6500U 2.5GHz,8,256GB ,Intel HD Graphics 520,Windows,1.54,19546305.48,238534.5169159651,3.3951194200000003
Dell,Vostro 3559,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4,500GB ,Intel HD Graphics 520,Windows,2.24,6553404.0,79974.86066585066,4.938355520000001
MSI,GL62 6QF,Gaming,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,128GB    1TB ,Nvidia GeForce GTX 960M,Windows,2.3,10394748.0,126852.93367487032,5.0706329000000006
Lenovo,ThinkPad 13,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16,512GB ,Intel HD Graphics 620,Windows,1.4,13329108.0,162662.57277898255,3.0864722
Lenovo,IdeaPad 320-15ABR,Notebook,15.6,Full HD 1920x1080,AMD A12-Series 9720P 3.6GHz,6,256GB ,AMD Radeon 530,Windows,2.2,5313592.44,64844.74557407379,4.850170600000001
Asus,ZenBook UX310UA-WB71,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,256GB ,Intel HD Graphics 520,Windows,1.45,11381760.0,138897.99410079897,3.1967033500000004
Acer,Aspire ES1-572,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,4,500GB ,Intel HD Graphics 520,Linux,2.4,3217125.6,39260.38614505396,5.2910952
Dell,Inspiron 7779,2 in 1 Convertible,17.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16,512GB ,Nvidia GeForce 940MX,Windows,2.77,15996708.0,195216.7901463573,6.106805710000001
HP,EliteBook 840,Notebook,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4,256GB ,Intel HD Graphics 520,Windows,1.54,9781111.08,119364.37853979522,3.3951194200000003
Asus,Rog GL553VE-FY052T,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB    1TB ,Nvidia GeForce GTX 1050 Ti,Windows,2.5,14227200.0,173622.4926259987,5.5115575
Dell,Latitude 5480,Notebook,14.0,1366x768,Intel Core i5 7200U 2.5GHz,4,500GB ,Intel HD Graphics 620,Windows,1.6,7780500.0,94949.80065484306,3.5273968000000004
Asus,Rog GL502VS,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,256GB    1TB ,Nvidia GeForce GTX 1070,Windows,2.34,20673900.0,252295.1845971544,5.15881782
Lenovo,V510-15IKB (i5-7200U/8GB/256GB/FHD/No,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB ,Intel HD Graphics 620,No OS,2.3,5095116.0,62178.5551716858,5.0706329000000006
Dell,XPS 13,2 in 1 Convertible,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i5 7Y54 1.2GHz,8,256GB ,Intel HD Graphics 615,Windows,1.24,16121196.0,196735.9869568348,2.73373252
Dell,Inspiron 3552,Notebook,15.6,1366x768,Intel Pentium Quad Core N3710 1.6GHz,4,500GB ,Intel HD Graphics,Linux,2.2,2881008.0,35158.554756764745,4.850170600000001
HP,255 G6,Notebook,15.6,1366x768,AMD A6-Series 9220 2.5GHz,4,500GB ,AMD Radeon R4 Graphics,Windows,1.86,3547908.0,43297.10909860843,4.10059878
Lenovo,IdeaPad 310-15ISK,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6100U 2.3GHz,6,128GB ,Nvidia GeForce 920MX,Windows,2.4,5059548.0,61744.49894012079,5.2910952
Lenovo,ThinkPad L460,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256GB ,Intel HD Graphics 520,Windows,1.9,9532224.0,116327.07005941914,4.1887837
Dell,Inspiron 3552,Notebook,15.6,1366x768,Intel Pentium Quad Core N3700 1.6GHz,4,500GB ,Intel HD Graphics,Windows,2.2,3947959.08,48179.15656313574,4.850170600000001
Asus,X541NA-GO020T (N3350/4GB/1TB/W10),Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,1TB ,Intel HD Graphics 500,Windows,2.0,3014388.0,36786.26562513348,4.409246
Asus,Rog G752VT-GC073T,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,128GB    1TB ,Nvidia GeForce GTX 970M,Windows,4.0,16894800.0,206176.7099933735,8.818492
Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4,500GB ,Intel HD Graphics 520,Windows,2.29,4357080.0,53171.88836671211,5.048586670000001
Lenovo,B51-80 (i7-6500U/8GB/1008GB/Radeon,Notebook,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,1TB ,AMD Radeon R5 M330,Windows,2.32,7958340.0,97120.08181266804,5.11472536
MSI,GE62 Apache,Gaming,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,128GB    1TB ,Nvidia GeForce GTX 960M,Windows,2.4,10928268.0,133363.77714834528,5.2910952
Lenovo,Yoga 500-14IBD,2 in 1 Convertible,14.0,Full HD / Touchscreen 1920x1080,Intel Core i5 6200U 2.3GHz,4,128GB ,Intel HD Graphics 520,Windows,1.8,7407124.92,90393.2953639895,3.9683214000000007
Asus,ZenBook UX305CA-UBM1,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core M 6Y30 0.9GHz,8,512GB ,Intel HD Graphics 515,Windows,1.2,6482268.0,79106.74820272067,2.6455476
Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,6,1TB ,Intel HD Graphics 620,Windows,2.3,4081428.0,49807.95257208338,5.0706329000000006
Acer,Aspire ES1-531,Notebook,15.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,500GB ,Intel HD Graphics 400,Linux,2.4,2569788.0,31360.56273057102,5.2910952
Dell,Inspiron 3552,Notebook,15.6,1366x768,Intel Celeron Dual Core N3050 1.6GHz,2,500GB ,Intel HD Graphics,Windows,2.2,3370068.0,41126.82794078345,4.850170600000001
Lenovo,IdeaPad Y700-15ISK,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,1TB ,Nvidia GeForce GTX 960M,Windows,2.6,7993908.0,97554.13804423304,5.732019800000001
HP,Pavilion 15-AW003nv,Notebook,15.6,Full HD 1920x1080,AMD A9-Series 9410 2.9GHz,6,1TB ,AMD Radeon R7 M440,Windows,2.04,4890511.08,59681.64669960815,4.49743092
Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel Core i7 7500U 2.7GHz,8,1TB ,AMD Radeon R5 M430,Linux,2.3,7166863.08,87461.24551976795,5.0706329000000006
HP,Stream 11-Y000na,Netbook,11.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,2,32GB  ,Intel HD Graphics 400,Windows,1.17,1858428.0,22679.438099271083,2.57940891
Asus,X556UJ-XO044T (i7-6500U/4GB/500GB/GeForce,Notebook,15.6,1366x768,Intel Core i7 6500U 2.5GHz,4,500GB ,Nvidia GeForce 920M,Windows,2.2,6405085.44,78164.84618022463,4.850170600000001
Lenovo,Yoga 500-14ISK,2 in 1 Convertible,14.0,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,4,128GB ,Intel HD Graphics 520,Windows,1.8,5673096.0,69231.96893461699,3.9683214000000007
Lenovo,Yoga 900-13ISK,2 in 1 Convertible,13.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,Intel Core i7 6500U 2.5GHz,16,512GB ,Intel HD Graphics 520,Windows,1.3,13329108.0,162662.57277898255,2.8660099000000003
Lenovo,IdeaPad 100S-14IBR,Notebook,14.0,1366x768,Intel Celeron Dual Core N3050 1.6GHz,2,64GB  ,Intel HD Graphics,Windows,1.5,2036268.0,24849.71925709607,3.306934500000001
HP,15-AC110nv (i7-6500U/6GB/1TB/Radeon,Notebook,15.6,1366x768,Intel Core i7 6500U 2.5GHz,6,1TB ,AMD Radeon R5 M330,Windows,2.19,6793488.0,82904.7402289144,4.82812437
Asus,X553SA-XX031T (N3050/4GB/500GB/W10),Notebook,15.6,1366x768,Intel Celeron Dual Core N3050 1.6GHz,4,500GB ,Intel HD Graphics,Windows,2.2,3281148.0,40041.68736187096,4.850170600000001
Asus,ZenBook UX305CA-UBM1,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core M 6Y30 0.9GHz,8,512GB ,Intel HD Graphics 515,Windows,1.2,6482268.0,79106.74820272067,2.6455476
Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,6,1TB ,Intel HD Graphics 620,Windows,2.3,4081428.0,49807.95257208338,5.0706329000000006
Acer,Aspire ES1-531,Notebook,15.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,500GB ,Intel HD Graphics 400,Linux,2.4,2569788.0,31360.56273057102,5.2910952
Dell,Inspiron 3552,Notebook,15.6,1366x768,Intel Celeron Dual Core N3050 1.6GHz,2,500GB ,Intel HD Graphics,Windows,2.2,3370068.0,41126.82794078345,4.850170600000001
